"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
520000000,25,25201,252010000,"520-0000",0,0,"滋賀県","シガケン","大津市","オオツシ",,"　","（該当なし）",,,,,,,,
520210100,25,25201,252010001,"520-2101",0,0,"滋賀県","シガケン","大津市","オオツシ","青山","アオヤマ",,,,,,,,,
520086400,25,25201,252010002,"520-0864",0,0,"滋賀県","シガケン","大津市","オオツシ","赤尾町","アカオチョウ",,,,,,,,,
520000300,25,25201,252010003,"520-0003",0,0,"滋賀県","シガケン","大津市","オオツシ","あかね町","アカネチョウ",,,,,,,,,
520082200,25,25201,252010004,"520-0822",0,0,"滋賀県","シガケン","大津市","オオツシ","秋葉台","アキバダイ",,,,,,,,,
520053300,25,25201,252010005,"520-0533",0,0,"滋賀県","シガケン","大津市","オオツシ","朝日","アサヒ",,,,,,,,,
520005200,25,25201,252010006,"520-0052",0,0,"滋賀県","シガケン","大津市","オオツシ","朝日が丘","アサヒガオカ",,,,,,,,,
520011400,25,25201,252010007,"520-0114",0,0,"滋賀県","シガケン","大津市","オオツシ","穴太","アノウ",,,,,,,,,
520051300,25,25201,252010008,"520-0513",0,0,"滋賀県","シガケン","大津市","オオツシ","荒川","アラカワ",,,,,,,,,
520083200,25,25201,252010009,"520-0832",0,0,"滋賀県","シガケン","大津市","オオツシ","粟津町","アワヅチョウ",,,,,,,,,
520035600,25,25201,252010010,"520-0356",0,0,"滋賀県","シガケン","大津市","オオツシ","伊香立上在地町","イカダチカミザイジチョウ",,,,,,,,,
520036200,25,25201,252010011,"520-0362",0,0,"滋賀県","シガケン","大津市","オオツシ","伊香立上龍華町","イカダチカミリュウゲチョウ",,,,,,,,,
520035100,25,25201,252010012,"520-0351",0,0,"滋賀県","シガケン","大津市","オオツシ","伊香立北在地町","イカダチキタザイジチョウ",,,,,,,,,
520035200,25,25201,252010013,"520-0352",0,0,"滋賀県","シガケン","大津市","オオツシ","伊香立下在地町","イカダチシモザイジチョウ",,,,,,,,,
520036300,25,25201,252010014,"520-0363",0,0,"滋賀県","シガケン","大津市","オオツシ","伊香立下龍華町","イカダチシモリュウゲチョウ",,,,,,,,,
520036100,25,25201,252010015,"520-0361",0,0,"滋賀県","シガケン","大津市","オオツシ","伊香立途中町","イカダチトチュウチョウ",,,,,,,,,
520035500,25,25201,252010016,"520-0355",0,0,"滋賀県","シガケン","大津市","オオツシ","伊香立生津町","イカダチナマヅチョウ",,,,,,,,,
520035400,25,25201,252010017,"520-0354",0,0,"滋賀県","シガケン","大津市","オオツシ","伊香立南庄町","イカダチミナミショウチョウ",,,,,,,,,
520035300,25,25201,252010018,"520-0353",0,0,"滋賀県","シガケン","大津市","オオツシ","伊香立向在地町","イカダチムカイザイジチョウ",,,,,,,,,
520082700,25,25201,252010019,"520-0827",0,0,"滋賀県","シガケン","大津市","オオツシ","池の里","イケノサト",,,,,,,,,
520227200,25,25201,252010020,"520-2272",0,0,"滋賀県","シガケン","大津市","オオツシ","石居","イシズエ",,,,,,,,,
520080500,25,25201,252010021,"520-0805",0,0,"滋賀県","シガケン","大津市","オオツシ","石場","イシバ",,,,,,,,,
520086900,25,25201,252010022,"520-0869",0,0,"滋賀県","シガケン","大津市","オオツシ","石山内畑町","イシヤマウチハタチョウ",,,,,,,,,
520086000,25,25201,252010023,"520-0860",0,0,"滋賀県","シガケン","大津市","オオツシ","石山千町","イシヤマセンチョウ",,,,,,,,,
520086800,25,25201,252010024,"520-0868",0,0,"滋賀県","シガケン","大津市","オオツシ","石山外畑町","イシヤマソトハタチョウ",,,,,,,,,
520086100,25,25201,252010025,"520-0861",0,0,"滋賀県","シガケン","大津市","オオツシ","石山寺","イシヤマデラ",,,,,,,,,
520086600,25,25201,252010026,"520-0866",0,0,"滋賀県","シガケン","大津市","オオツシ","石山寺辺町","イシヤマテラベチョウ",,,,,,,,,
520215300,25,25201,252010027,"520-2153",0,0,"滋賀県","シガケン","大津市","オオツシ","一里山","イチリヤマ",,,,,,,,,
520227100,25,25201,252010028,"520-2271",0,0,"滋賀県","シガケン","大津市","オオツシ","稲津","イナヅ",,,,,,,,,
520006500,25,25201,252010029,"520-0065",0,0,"滋賀県","シガケン","大津市","オオツシ","稲葉台","イナバダイ",,,,,,,,,
520024100,25,25201,252010030,"520-0241",0,0,"滋賀県","シガケン","大津市","オオツシ","今堅田","イマカタタ",,,,,,,,,
520028700,25,25201,252010030,"520-0287",1,0,"滋賀県","シガケン","大津市","オオツシ","今堅田","イマカタタ",,,,,,"滋賀地域センター","シガチイキセンタ－","今堅田２丁目２１－２６",
520080600,25,25201,252010031,"520-0806",0,0,"滋賀県","シガケン","大津市","オオツシ","打出浜","ウチデハマ",,,,,,,,,
520850100,25,25201,252010031,"520-8501",1,0,"滋賀県","シガケン","大津市","オオツシ","打出浜","ウチデハマ",,,,,,"滋賀県警察本部","シガケンケイサツホンブ","打出浜１番１０号",
520005100,25,25201,252010032,"520-0051",0,0,"滋賀県","シガケン","大津市","オオツシ","梅林","ウメバヤシ",,,,,,,,,
520851300,25,25201,252010032,"520-8513",1,0,"滋賀県","シガケン","大津市","オオツシ","梅林","ウメバヤシ",,,,,,"全国健康保険協会　滋賀支部","ゼンコクケンコウホケンキヨウカイ　シガシブ","梅林１丁目３－１０滋賀ビル",
520227500,25,25201,252010033,"520-2275",0,0,"滋賀県","シガケン","大津市","オオツシ","枝","エダ",,,,,,,,,
520006400,25,25201,252010034,"520-0064",0,0,"滋賀県","シガケン","大津市","オオツシ","追分町","オイワケチョウ",,,,,,,,,
520005400,25,25201,252010035,"520-0054",0,0,"滋賀県","シガケン","大津市","オオツシ","逢坂","オウサカ",,,,,,,,,
520002500,25,25201,252010036,"520-0025",0,0,"滋賀県","シガケン","大津市","オオツシ","皇子が丘","オウジガオカ",,,,,,,,,
520226700,25,25201,252010037,"520-2267",0,0,"滋賀県","シガケン","大津市","オオツシ","大石小田原","オオイシオダワラ",,,,,,,,,
520226701,25,25201,252010038,"520-2267",0,0,"滋賀県","シガケン","大津市","オオツシ","大石小田原町","オオイシオダワラチョウ",,,,,,,,,
520226100,25,25201,252010039,"520-2261",0,0,"滋賀県","シガケン","大津市","オオツシ","大石曽束","オオイシソツカ",,,,,,,,,
520226101,25,25201,252010040,"520-2261",0,0,"滋賀県","シガケン","大津市","オオツシ","大石曽束町","オオイシソツカチョウ",,,,,,,,,
520226500,25,25201,252010041,"520-2265",0,0,"滋賀県","シガケン","大津市","オオツシ","大石富川","オオイシトミカワ",,,,,,,,,
520226501,25,25201,252010042,"520-2265",0,0,"滋賀県","シガケン","大津市","オオツシ","大石富川町","オオイシトミカワチョウ",,,,,,,,,
520226300,25,25201,252010043,"520-2263",0,0,"滋賀県","シガケン","大津市","オオツシ","大石中","オオイシナカ",,,,,,,,,
520226400,25,25201,252010044,"520-2264",0,0,"滋賀県","シガケン","大津市","オオツシ","大石東","オオイシヒガシ",,,,,,,,,
520226200,25,25201,252010045,"520-2262",0,0,"滋賀県","シガケン","大津市","オオツシ","大石淀","オオイシヨド",,,,,,,,,
520226201,25,25201,252010046,"520-2262",0,0,"滋賀県","シガケン","大津市","オオツシ","大石淀町","オオイシヨドチョウ",,,,,,,,,
520226600,25,25201,252010047,"520-2266",0,0,"滋賀県","シガケン","大津市","オオツシ","大石龍門","オオイシリュウモン",,,,,,,,,
520214100,25,25201,252010048,"520-2141",0,0,"滋賀県","シガケン","大津市","オオツシ","大江","オオエ",,,,,,,,,
520214400,25,25201,252010049,"520-2144",0,0,"滋賀県","シガケン","大津市","オオツシ","大萱","オオガヤ",,,,,,,,,
520024700,25,25201,252010050,"520-0247",0,0,"滋賀県","シガケン","大津市","オオツシ","仰木","オオギ",,,,,,,,,
520024500,25,25201,252010051,"520-0245",0,0,"滋賀県","シガケン","大津市","オオツシ","仰木町","オオギチョウ",,,,,,,,,
520024600,25,25201,252010052,"520-0246",0,0,"滋賀県","シガケン","大津市","オオツシ","仰木の里","オオギノサト",,,,,,,,,
520024800,25,25201,252010053,"520-0248",0,0,"滋賀県","シガケン","大津市","オオツシ","仰木の里東","オオギノサトヒガシ",,,,,,,,,
520006200,25,25201,252010054,"520-0062",0,0,"滋賀県","シガケン","大津市","オオツシ","大谷町","オオタニチョウ",,,,,,,,,
520211800,25,25201,252010055,"520-2118",0,0,"滋賀県","シガケン","大津市","オオツシ","大鳥居","オオドリイ",,,,,,,,,
520086700,25,25201,252010056,"520-0867",0,0,"滋賀県","シガケン","大津市","オオツシ","大平","オオヒラ",,,,,,,,,
520866600,25,25201,252010056,"520-8666",1,0,"滋賀県","シガケン","大津市","オオツシ","大平","オオヒラ",,,,,,"滋賀刑務所","シガケイムシヨ","大平１丁目１番１号",
520010100,25,25201,252010057,"520-0101",0,0,"滋賀県","シガケン","大津市","オオツシ","雄琴","オゴト",,,,,,,,,
520010700,25,25201,252010058,"520-0107",0,0,"滋賀県","シガケン","大津市","オオツシ","雄琴北","オゴトキタ",,,,,,,,,
520005300,25,25201,252010059,"520-0053",0,0,"滋賀県","シガケン","大津市","オオツシ","音羽台","オトワダイ",,,,,,,,,
520052500,25,25201,252010060,"520-0525",0,0,"滋賀県","シガケン","大津市","オオツシ","小野","オノ",,,,,,,,,
520003100,25,25201,252010061,"520-0031",0,0,"滋賀県","シガケン","大津市","オオツシ","尾花川","オバナガワ",,,,,,,,,
520003600,25,25201,252010062,"520-0036",0,0,"滋賀県","シガケン","大津市","オオツシ","園城寺町","オンジョウジチョウ",,,,,,,,,
520001200,25,25201,252010063,"520-0012",0,0,"滋賀県","シガケン","大津市","オオツシ","鏡が浜","カガミガハマ",,,,,,,,,
520005500,25,25201,252010064,"520-0055",0,0,"滋賀県","シガケン","大津市","オオツシ","春日町","カスガチョウ",,,,,,,,,
520024300,25,25201,252010065,"520-0243",0,0,"滋賀県","シガケン","大津市","オオツシ","堅田","カタタ",,,,,,,,,
520029200,25,25201,252010065,"520-0292",1,0,"滋賀県","シガケン","大津市","オオツシ","堅田","カタタ",,,,,,"東洋紡　株式会社　総合研究所","トウヨウボウ　カブシキガイシヤ　ソウゴウケンキユウシヨ","堅田２丁目１－１",
520047300,25,25201,252010066,"520-0473",0,0,"滋賀県","シガケン","大津市","オオツシ","葛川梅ノ木町","カツラガワウメノキチョウ",,,,,,,,,
520047700,25,25201,252010067,"520-0477",0,0,"滋賀県","シガケン","大津市","オオツシ","葛川木戸口町","カツラガワキドグチチョウ",,,,,,,,,
520047800,25,25201,252010068,"520-0478",0,0,"滋賀県","シガケン","大津市","オオツシ","葛川坂下町","カツラガワサカシタチョウ",,,,,,,,,
520047600,25,25201,252010069,"520-0476",0,0,"滋賀県","シガケン","大津市","オオツシ","葛川中村町","カツラガワナカムラチョウ",,,,,,,,,
520047200,25,25201,252010070,"520-0472",0,0,"滋賀県","シガケン","大津市","オオツシ","葛川貫井町","カツラガワヌクイチョウ",,,,,,,,,
520047500,25,25201,252010071,"520-0475",0,0,"滋賀県","シガケン","大津市","オオツシ","葛川坊村町","カツラガワボウムラチョウ",,,,,,,,,
520047100,25,25201,252010072,"520-0471",0,0,"滋賀県","シガケン","大津市","オオツシ","葛川細川町","カツラガワホソカワチョウ",,,,,,,,,
520047400,25,25201,252010073,"520-0474",0,0,"滋賀県","シガケン","大津市","オオツシ","葛川町居町","カツラガワマチイチョウ",,,,,,,,,
520216100,25,25201,252010074,"520-2161",0,0,"滋賀県","シガケン","大津市","オオツシ","上田上桐生町","カミタナカミキリュウチョウ",,,,,,,,,
520216700,25,25201,252010075,"520-2167",0,0,"滋賀県","シガケン","大津市","オオツシ","上田上芝原町","カミタナカミシバハラチョウ",,,,,,,,,
520216500,25,25201,252010076,"520-2165",0,0,"滋賀県","シガケン","大津市","オオツシ","上田上新免町","カミタナカミシンメチョウ",,,,,,,,,
520216600,25,25201,252010077,"520-2166",0,0,"滋賀県","シガケン","大津市","オオツシ","上田上堂町","カミタナカミドウチョウ",,,,,,,,,
520216400,25,25201,252010078,"520-2164",0,0,"滋賀県","シガケン","大津市","オオツシ","上田上中野町","カミタナカミナカノチョウ",,,,,,,,,
520216300,25,25201,252010079,"520-2163",0,0,"滋賀県","シガケン","大津市","オオツシ","上田上平野町","カミタナカミヒラノチョウ",,,,,,,,,
520216200,25,25201,252010080,"520-2162",0,0,"滋賀県","シガケン","大津市","オオツシ","上田上牧町","カミタナカミマキチョウ",,,,,,,,,
520006100,25,25201,252010081,"520-0061",0,0,"滋賀県","シガケン","大津市","オオツシ","神出開町","カミデヒラキマチ",,,,,,,,,
520214300,25,25201,252010082,"520-2143",0,0,"滋賀県","シガケン","大津市","オオツシ","萱野浦","カヤノウラ",,,,,,,,,
520010600,25,25201,252010083,"520-0106",0,0,"滋賀県","シガケン","大津市","オオツシ","唐崎","カラサキ",,,,,,,,,
520085100,25,25201,252010084,"520-0851",0,0,"滋賀県","シガケン","大津市","オオツシ","唐橋町","カラハシチョウ",,,,,,,,,
520001300,25,25201,252010085,"520-0013",0,0,"滋賀県","シガケン","大津市","オオツシ","勧学","カンガク",,,,,,,,,
520003200,25,25201,252010086,"520-0032",0,0,"滋賀県","シガケン","大津市","オオツシ","観音寺","カンノンジ",,,,,,,,,
520084300,25,25201,252010087,"520-0843",0,0,"滋賀県","シガケン","大津市","オオツシ","北大路","キタオオジ",,,,,,,,,
520050100,25,25201,252010088,"520-0501",0,0,"滋賀県","シガケン","大津市","オオツシ","北小松","キタコマツ",,,,,,,,,
520050300,25,25201,252010089,"520-0503",0,0,"滋賀県","シガケン","大津市","オオツシ","北比良","キタヒラ",,,,,,,,,
520051400,25,25201,252010090,"520-0514",0,0,"滋賀県","シガケン","大津市","オオツシ","木戸","キド",,,,,,,,,
520024400,25,25201,252010091,"520-0244",0,0,"滋賀県","シガケン","大津市","オオツシ","衣川","キヌガワ",,,,,,,,,
520081200,25,25201,252010092,"520-0812",0,0,"滋賀県","シガケン","大津市","オオツシ","木下町","キノシタチョウ",,,,,,,,,
520004400,25,25201,252010093,"520-0044",0,0,"滋賀県","シガケン","大津市","オオツシ","京町","キョウマチ",,,,,,,,,
520851000,25,25201,252010093,"520-8510",1,0,"滋賀県","シガケン","大津市","オオツシ","京町","キョウマチ",,,,,,"大津税務署","オオツゼイムシヨ","京町三丁目１番１号大津びわ湖合同庁舎",
520851200,25,25201,252010093,"520-8512",1,0,"滋賀県","シガケン","大津市","オオツシ","京町","キョウマチ",,,,,,"大津地方検察庁","オオツチホウケンサツチヨウ","京町３丁目１番１号",
520851600,25,25201,252010093,"520-8516",1,0,"滋賀県","シガケン","大津市","オオツシ","京町","キョウマチ",,,,,,"大津法務局","オオツホオムキヨク","京町３丁目１－１",
520855000,25,25201,252010093,"520-8550",1,0,"滋賀県","シガケン","大津市","オオツシ","京町","キョウマチ",,,,,,"滋賀県市町村職員共済組合","シガケンシチヨウソンシヨクインキヨウサイクミアイ","京町四丁目３番２８号滋賀県厚生会館別館４Ｆ",
520857700,25,25201,252010093,"520-8577",1,0,"滋賀県","シガケン","大津市","オオツシ","京町","キョウマチ",,,,,,"滋賀県庁","シガケンチヨウ","京町４丁目１－１",
520211100,25,25201,252010094,"520-2111",0,0,"滋賀県","シガケン","大津市","オオツシ","桐生","キリュウ",,,,,,,,,
520215100,25,25201,252010095,"520-2151",0,0,"滋賀県","シガケン","大津市","オオツシ","栗林町","クリバヤシチョウ",,,,,,,,,
520052700,25,25201,252010096,"520-0527",0,0,"滋賀県","シガケン","大津市","オオツシ","栗原","クリハラ",,,,,,,,,
520227900,25,25201,252010097,"520-2279",0,0,"滋賀県","シガケン","大津市","オオツシ","黒津","クロヅ",,,,,,,,,
520022400,25,25201,252010098,"520-0224",0,0,"滋賀県","シガケン","大津市","オオツシ","向陽町","コウヨウチョウ",,,,,,,,,
520084400,25,25201,252010099,"520-0844",0,0,"滋賀県","シガケン","大津市","オオツシ","国分","コクブ",,,,,,,,,
520082100,25,25201,252010100,"520-0821",0,0,"滋賀県","シガケン","大津市","オオツシ","湖城が丘","コジョウガオカ",,,,,,,,,
520053200,25,25201,252010101,"520-0532",0,0,"滋賀県","シガケン","大津市","オオツシ","湖青","コセイ",,,,,,,,,
520003500,25,25201,252010102,"520-0035",0,0,"滋賀県","シガケン","大津市","オオツシ","小関町","コゼキチョウ",,,,,,,,,
520083400,25,25201,252010103,"520-0834",0,0,"滋賀県","シガケン","大津市","オオツシ","御殿浜","ゴテンハマ",,,,,,,,,
520010300,25,25201,252010104,"520-0103",0,0,"滋賀県","シガケン","大津市","オオツシ","木の岡町","コノオカチョウ",,,,,,,,,
520003700,25,25201,252010105,"520-0037",0,0,"滋賀県","シガケン","大津市","オオツシ","御陵町","ゴリョウチョウ",,,,,,,,,
520857500,25,25201,252010105,"520-8575",1,0,"滋賀県","シガケン","大津市","オオツシ","御陵町","ゴリョウチョウ",,,,,,"大津市役所","オオツシヤクシヨ","御陵町３－１",
520000200,25,25201,252010106,"520-0002",0,0,"滋賀県","シガケン","大津市","オオツシ","際川","サイガワ",,,,,,,,,
520085500,25,25201,252010107,"520-0855",0,0,"滋賀県","シガケン","大津市","オオツシ","栄町","サカエマチ",,,,,,,,,
520081600,25,25201,252010108,"520-0816",0,0,"滋賀県","シガケン","大津市","オオツシ","相模町","サガミチョウ",,,,,,,,,
520011300,25,25201,252010109,"520-0113",0,0,"滋賀県","シガケン","大津市","オオツシ","坂本","サカモト",,,,,,,,,
520011600,25,25201,252010110,"520-0116",0,0,"滋賀県","シガケン","大津市","オオツシ","坂本本町","サカモトホンマチ",,,,,,,,,
520002600,25,25201,252010111,"520-0026",0,0,"滋賀県","シガケン","大津市","オオツシ","桜野町","サクラノチョウ",,,,,,,,,
520227600,25,25201,252010112,"520-2276",0,0,"滋賀県","シガケン","大津市","オオツシ","里","サト",,,,,,,,,
520213100,25,25201,252010113,"520-2131",0,0,"滋賀県","シガケン","大津市","オオツシ","三大寺","サンダイジ",,,,,,,,,
520000600,25,25201,252010114,"520-0006",0,0,"滋賀県","シガケン","大津市","オオツシ","滋賀里","シガサト",,,,,,,,,
520211700,25,25201,252010115,"520-2117",0,0,"滋賀県","シガケン","大津市","オオツシ","芝原","シバハラ",,,,,,,,,
520004200,25,25201,252010116,"520-0042",0,0,"滋賀県","シガケン","大津市","オオツシ","島の関","シマノセキ",,,,,,,,,
520010500,25,25201,252010117,"520-0105",0,0,"滋賀県","シガケン","大津市","オオツシ","下阪本","シモサカモト",,,,,,,,,
520213500,25,25201,252010118,"520-2135",0,0,"滋賀県","シガケン","大津市","オオツシ","松陽","ショウヨウ",,,,,,,,,
520081700,25,25201,252010119,"520-0817",0,0,"滋賀県","シガケン","大津市","オオツシ","昭和町","ショウワチョウ",,,,,,,,,
520001500,25,25201,252010120,"520-0015",0,0,"滋賀県","シガケン","大津市","オオツシ","神宮町","ジングウチョウ",,,,,,,,,
520211500,25,25201,252010121,"520-2115",0,0,"滋賀県","シガケン","大津市","オオツシ","新免","シンメン",,,,,,,,,
520213200,25,25201,252010122,"520-2132",0,0,"滋賀県","シガケン","大津市","オオツシ","神領","ジンリョウ",,,,,,,,,
520053100,25,25201,252010123,"520-0531",0,0,"滋賀県","シガケン","大津市","オオツシ","水明","スイメイ",,,,,,,,,
520005600,25,25201,252010124,"520-0056",0,0,"滋賀県","シガケン","大津市","オオツシ","末広町","スエヒロチョウ",,,,,,,,,
520083600,25,25201,252010125,"520-0836",0,0,"滋賀県","シガケン","大津市","オオツシ","杉浦町","スギウラチョウ",,,,,,,,,
520022500,25,25201,252010126,"520-0225",0,0,"滋賀県","シガケン","大津市","オオツシ","清風町","セイフウチョウ",,,,,,,,,
520083300,25,25201,252010127,"520-0833",0,0,"滋賀県","シガケン","大津市","オオツシ","晴嵐","セイラン",,,,,,,,,
520855500,25,25201,252010127,"520-8555",1,0,"滋賀県","シガケン","大津市","オオツシ","晴嵐","セイラン",,,,,,"関西日本電気　株式会社","カンサイニツポンデンキ　カブシキガイシヤ","晴嵐２丁目９－１",
520863900,25,25201,252010127,"520-8639",1,0,"滋賀県","シガケン","大津市","オオツシ","晴嵐","セイラン",,,,,,"日本電気硝子　（株）","ニホンデンキガラス","晴嵐２丁目７－１",
520022700,25,25201,252010128,"520-0227",0,0,"滋賀県","シガケン","大津市","オオツシ","清和町","セイワチョウ",,,,,,,,,
520227700,25,25201,252010129,"520-2277",0,0,"滋賀県","シガケン","大津市","オオツシ","関津","セキノツ",,,,,,,,,
520081500,25,25201,252010130,"520-0815",0,0,"滋賀県","シガケン","大津市","オオツシ","膳所","ゼゼ",,,,,,,,,
520082500,25,25201,252010131,"520-0825",0,0,"滋賀県","シガケン","大津市","オオツシ","膳所池ノ内町","ゼゼイケノウチチョウ",,,,,,,,,
520082300,25,25201,252010132,"520-0823",0,0,"滋賀県","シガケン","大津市","オオツシ","膳所上別保町","ゼゼカミベッポチョウ",,,,,,,,,
520082400,25,25201,252010133,"520-0824",0,0,"滋賀県","シガケン","大津市","オオツシ","膳所平尾町","ゼゼヒラオチョウ",,,,,,,,,
520213400,25,25201,252010134,"520-2134",0,0,"滋賀県","シガケン","大津市","オオツシ","瀬田","セタ",,,,,,,,,
520212300,25,25201,252010135,"520-2123",0,0,"滋賀県","シガケン","大津市","オオツシ","瀬田大江町","セタオオエチョウ",,,,,,,,,
520219400,25,25201,252010135,"520-2194",1,0,"滋賀県","シガケン","大津市","オオツシ","瀬田大江町","セタオオエチョウ",,,,,,"龍谷大学","リユウコクダイガク","瀬田大江町横谷１－５",
520212400,25,25201,252010136,"520-2124",0,0,"滋賀県","シガケン","大津市","オオツシ","瀬田神領町","セタジンリョウチョウ",,,,,,,,,
520212100,25,25201,252010137,"520-2121",0,0,"滋賀県","シガケン","大津市","オオツシ","瀬田月輪町","セタツキノワチョウ",,,,,,,,,
520219200,25,25201,252010137,"520-2192",1,0,"滋賀県","シガケン","大津市","オオツシ","瀬田月輪町","セタツキノワチョウ",,,,,,"滋賀医科大学","シガイカダイガク","瀬田月輪町",
520212500,25,25201,252010138,"520-2125",0,0,"滋賀県","シガケン","大津市","オオツシ","瀬田橋本町","セタハシモトチョウ",,,,,,,,,
520212200,25,25201,252010139,"520-2122",0,0,"滋賀県","シガケン","大津市","オオツシ","瀬田南大萱町","セタミナミオオガヤチョウ",,,,,,,,,
520002800,25,25201,252010140,"520-0028",0,0,"滋賀県","シガケン","大津市","オオツシ","千石台","センゴクダイ",,,,,,,,,
520086300,25,25201,252010141,"520-0863",0,0,"滋賀県","シガケン","大津市","オオツシ","千町","センチョウ",,,,,,,,,
520084200,25,25201,252010142,"520-0842",0,0,"滋賀県","シガケン","大津市","オオツシ","園山","ソノヤマ",,,,,,,,,
520856700,25,25201,252010142,"520-8567",1,0,"滋賀県","シガケン","大津市","オオツシ","園山","ソノヤマ",,,,,,"株式会社　東レリサーチセンター","カブシキガイシヤ　トウレリサ－チセンタ－","園山３丁目３番７号",
520855800,25,25201,252010142,"520-8558",1,0,"滋賀県","シガケン","大津市","オオツシ","園山","ソノヤマ",,,,,,"東レ　株式会社　滋賀事業場","トウレ　カブシキガイシヤ　シガジギヨウジヨウ","園山１丁目１－１",
520227800,25,25201,252010143,"520-2278",0,0,"滋賀県","シガケン","大津市","オオツシ","太子","タイシ",,,,,,,,,
520214500,25,25201,252010144,"520-2145",0,0,"滋賀県","シガケン","大津市","オオツシ","大将軍","タイショウグン",,,,,,,,,
520051200,25,25201,252010145,"520-0512",0,0,"滋賀県","シガケン","大津市","オオツシ","大物","ダイモツ",,,,,,,,,
520003300,25,25201,252010146,"520-0033",0,0,"滋賀県","シガケン","大津市","オオツシ","大門通","ダイモンドオリ",,,,,,,,,
520000500,25,25201,252010147,"520-0005",0,0,"滋賀県","シガケン","大津市","オオツシ","高砂町","タカサゴチョウ",,,,,,,,,
520080300,25,25201,252010148,"520-0803",0,0,"滋賀県","シガケン","大津市","オオツシ","竜が丘","タツガオカ",,,,,,,,,
520085200,25,25201,252010149,"520-0852",0,0,"滋賀県","シガケン","大津市","オオツシ","田辺町","タナベチョウ",,,,,,,,,
520214200,25,25201,252010150,"520-2142",0,0,"滋賀県","シガケン","大津市","オオツシ","玉野浦","タマノウラ",,,,,,,,,
520011100,25,25201,252010151,"520-0111",0,0,"滋賀県","シガケン","大津市","オオツシ","千野","チノ",,,,,,,,,
520002300,25,25201,252010152,"520-0023",0,0,"滋賀県","シガケン","大津市","オオツシ","茶が崎","チャガサキ",,,,,,,,,
520006600,25,25201,252010153,"520-0066",0,0,"滋賀県","シガケン","大津市","オオツシ","茶戸町","チャドチョウ",,,,,,,,,
520004300,25,25201,252010154,"520-0043",0,0,"滋賀県","シガケン","大津市","オオツシ","中央","チュウオウ",,,,,,,,,
520851500,25,25201,252010154,"520-8515",1,0,"滋賀県","シガケン","大津市","オオツシ","中央","チュウオウ",,,,,,"日本年金機構　滋賀事務センター","ニツポンネンキンキコウ　シガジムセンタ－","中央３－１－８大津第一生命ビル７階",
520215200,25,25201,252010155,"520-2152",0,0,"滋賀県","シガケン","大津市","オオツシ","月輪","ツキノワ",,,,,,,,,
520082600,25,25201,252010156,"520-0826",0,0,"滋賀県","シガケン","大津市","オオツシ","鶴の里","ツルノサト",,,,,,,,,
520858500,25,25201,252010156,"520-8585",1,0,"滋賀県","シガケン","大津市","オオツシ","鶴の里","ツルノサト",,,,,,"びわ湖放送　株式会社","ビワコホウソウ　カブシキガイシヤ","鶴の里１６－１",
520211600,25,25201,252010157,"520-2116",0,0,"滋賀県","シガケン","大津市","オオツシ","堂","ドウ",,,,,,,,,
520085400,25,25201,252010158,"520-0854",0,0,"滋賀県","シガケン","大津市","オオツシ","鳥居川町","トリイガワチョウ",,,,,,,,,
520083700,25,25201,252010159,"520-0837",0,0,"滋賀県","シガケン","大津市","オオツシ","中庄","ナカショウ",,,,,,,,,
520211400,25,25201,252010160,"520-2114",0,0,"滋賀県","シガケン","大津市","オオツシ","中野","ナカノ",,,,,,,,,
520004600,25,25201,252010161,"520-0046",0,0,"滋賀県","シガケン","大津市","オオツシ","長等","ナガラ",,,,,,,,,
520851100,25,25201,252010161,"520-8511",1,0,"滋賀県","シガケン","大津市","オオツシ","長等","ナガラ",,,,,,"大津赤十字病院","オオツセキジユウジビヨウイン","長等１丁目１－３５",
520853000,25,25201,252010161,"520-8530",1,0,"滋賀県","シガケン","大津市","オオツシ","長等","ナガラ",,,,,,"浜大津都市開発　（株）","ハマオオツトシカイハツ　カブシキガイシヤ","長等３丁目１－２０",
520086500,25,25201,252010162,"520-0865",0,0,"滋賀県","シガケン","大津市","オオツシ","南郷","ナンゴウ",,,,,,,,,
520087100,25,25201,252010229,"520-0871",0,0,"滋賀県","シガケン","大津市","オオツシ","南郷上山町","ナンゴウカミヤマチョウ",,,,,,,,,
520080100,25,25201,252010163,"520-0801",0,0,"滋賀県","シガケン","大津市","オオツシ","におの浜","ニオノハマ",,,,,,,,,
520857000,25,25201,252010163,"520-8570",1,0,"滋賀県","シガケン","大津市","オオツシ","におの浜","ニオノハマ",,,,,,"関西電力　（株）　滋賀支店","カンサイデンリヨク　カブシキガイシヤ　シガシテン","におの浜４丁目１－５１",
520852000,25,25201,252010163,"520-8520",1,0,"滋賀県","シガケン","大津市","オオツシ","におの浜","ニオノハマ",,,,,,"大津プリンスホテル","オオツプリンスホテル","におの浜４丁目７－７",
520858000,25,25201,252010163,"520-8580",1,0,"滋賀県","シガケン","大津市","オオツシ","におの浜","ニオノハマ",,,,,,"株式会社　西武百貨店　大津店","カブシキガイシヤ　セイブヒヤツカテン　オオツテン","におの浜２丁目３－１",
